X..Pathway.Id	Pathway.Name	hsa-let-7g-5p(+)	hsa-miR-100-5p(-)	hsa-miR-103a-3p(+)	hsa-miR-106b-5p(+)	hsa-miR-11400(-)	hsa-miR-122-5p(-)	hsa-miR-1273h-3p(-)	hsa-miR-1299(-)	hsa-miR-1307-3p(-)	hsa-miR-146-5p(+)	hsa-miR-148a-3p(-)	hsa-miR-148a-5p(-)	hsa-miR-148b-3p(-)	hsa-miR-151a-3p(-)	hsa-miR-15b-5p(+)	hsa-miR-16-5p(+)	hsa-miR-17-5p(+)	hsa-miR-191-5p(+)	hsa-miR-192-5p(-)	hsa-miR-193b-5p(-)	hsa-miR-197-3p(+)	hsa-miR-20a-5p(+)	hsa-miR-20b-5p(+)	hsa-miR-221-3p(+)	hsa-miR-223-3p(+)	hsa-miR-26b-5p(+)	hsa-miR-27a-5p(-)	hsa-miR-30a-3p(-)	hsa-miR-3168(+)	hsa-miR-335-5p(+)	hsa-miR-361-3p(-)	hsa-miR-361-5p(+)	hsa-miR-3615(-)	hsa-miR-375-3p(-)	hsa-miR-423-3p(-)	hsa-miR-499a-5p(+)	hsa-miR-502-3p(+)	hsa-miR-532-5p(-)	hsa-miR-548o-3p(-)	hsa-miR-582-3p(-)	hsa-miR-652-3p(+)	hsa-miR-664a-5p(-)	hsa-miR-6842-3p(-)	hsa-miR-769-5p(-)	hsa-miR-7706(-)	hsa-miR-93-5p(+)	hsa-miR-941(-)	hsa-miR-98-5p(+)	hsa-miR-99a-5p(-)	hsa-miR-99b-5p(-)
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	0	0	0.0289174077105532	0	0	-9.97035513088449e-05	0	0	0	0	-0.00245516489824433	0	-0.00455690576489667	0.00195346795878229	-8.65992783461113e-05	0.0161610461786035	0	-0.00797231222892745	-0.0252379082523078	0	-0.00456942645262895	0	0	0.00162257079814562	-7.10583122165299e-07	1.98049114738278e-08	0	0.011451325064149	0	0	0	0	0	0.00174463069142735	0	-5.14857665578431e-05	0	0.000860441556103452	0	2.28364335372041e-06	-0.0475600164150691	0	0	-0.00169221381953067	0	0	0.000265892631657953	-0.222453443809579	9.12663158043679e-05	0
R-HSA-264876	Insulin processing	0	0	0.0850498414060025	0	0	-2.67056007962084e-06	0	0	0	0	0.00119108155568413	0	0.00515166337795508	0.000465795489390628	3.21933108293605e-12	-0.00415311475953512	0	-2.03860952199511e-13	-6.4313759452683e-13	0	-0.000322942538065392	-2.47649004224712e-10	0	2.09313625241608e-05	-5.5430575688685e-11	-1.21125250138079e-18	0	1.6640955198052e-06	0	0	0	0	0	0.000570028615153876	0	-0.00134451954459522	0	0.00169548961145044	0	-1.27327732246316e-05	-0.0925182401009173	0	0	-0.0742843631647249	0	0	6.74800603260227e-08	-0.000621223199832364	-0.000171972483721071	0
R-HSA-2672351	Stimuli-sensing channels	-7.04945070015332e-05	0	0.028502522583933	0	0	0.0798171507407898	0	0	0	0	-0.000821066689581493	0	0.00892872711982928	0.00409959696447574	0.017687297766896	-0.0196948000771396	0	-1.76864364926298e-05	-5.57890260360246e-05	0	-0.000851734064486051	-0.000457371932155387	0	-0.0043644946082277	3.63375660787105e-05	1.97160804046338e-05	0	0.010017555008575	0	0	0	0	0	0.000567963412007755	0	-0.0658373446906557	0	-0.00186926289400257	0	0.00557580339923748	0.00139367739170935	0	0	-0.000295627785464249	0	0	0.00380488242936958	-0.0124207900413481	0.011265977258461	0
R-HSA-2682334	EPH-Ephrin signaling	0	0	-0.114034667979294	0	0	0.0710401593488607	0	0	0	0	0.164958194489326	0	0.473432720373915	0.0694313858877378	0.0176808904612573	-0.132004535266514	-0.0484562894469282	-0.00330136917557102	-0.0255133660241263	0	-0.0375926458708742	-0.0576125261181152	-0.90220175984563	-0.00124975360573424	-0.0881658107332683	-0.208586453258439	-0.00491537204756566	0.0112620012674116	0	-0.175793129195522	0	0	0	0.00235161214633933	0	-1.04191404195437	0	0.0652706919152141	0	-0.0022211941943621	-0.420473030604743	0	0	-0.00217878866978836	0	0	0.00197285006018591	-0.218598120496995	-0.000383066606575653	0
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	-0.242955119580477	0	0.0494844836655945	0	0	-0.000241388734963865	0	0	0	0	-0.000819487849340565	0	0.361508623173074	0.131050733708065	4.27828879803359e-05	-0.00444124299220233	-1.85074820284654e-05	0.00479193692355373	-1.05566731474571e-07	0	-0.0168538486898611	-2.21424444435973e-05	0	0.00454668173092047	0.00980201927457163	-9.62863018278628e-06	0	-0.0111925451022291	0	0	0	0	0	0.000570100723740078	0	0.0321630313740404	0	1.00533630073505	0	0.00105556188299466	-0.0459980695379604	0	0	0.0228690390711022	0	0	-0.00179363784383056	-0.00123325054340953	9.81763585700229e-05	0
R-HSA-2855086	Ficolins bind to repetitive carbohydrate structures on the target cell surface	0	0	-4.92969592884948e-08	0	0	0	0	0	0	0	0	0	-2.1325128579134e-05	0	0	0	0	0	0	0	-1.80523358936029e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39700841865073e-05	0	-2.48892827040026e-25	0	0	0	0	0	0	0	-2.72522655881444e-06	0	0
R-HSA-2871796	FCERI mediated MAPK activation	0	0	0.221364441245014	0	0	-0.00575899502115428	0	0	0	0	1.95644640747016e-05	0	0.38208042498028	0.138054292385735	0.017687390023888	0.00822878318792626	0	-0.00207519459758864	-0.0378568631930195	0	-0.990287728998549	-3.13656737513352e-07	0	0.00494767120300909	0.0331304575796332	0.0104721321325101	0	-0.0342923091666021	0	0	0	0	0	0.00279324548698641	0	-0.976817750150741	0	1.1089793958032	0	-0.000880243244152124	-0.413923740626192	0	0	-0.0203016840573033	0	0	-0.00044037731271892	-0.197179287306177	-0.00753698100922682	0
R-HSA-2871809	FCERI mediated Ca+2 mobilization	0	0	0.0496527045903929	0	0	-0.000428271804414325	0	0	0	0	-0.000822176968070337	0	0.0251188616346482	0.192583869952847	7.46271574616646e-05	-0.0042593960088959	0	-0.00331289375662486	9.81482502862268e-05	0	-0.0129982497307391	-1.28440979157428e-19	0	-0.00293720323445746	1.86105475774568e-05	9.69666950498836e-06	0	0.492008971549553	0	0	0	0	0	0.00117710730066615	0	-1.00420495131263	0	1.1187822177209	0	4.41685334077201e-05	-0.188201915366256	0	0	-0.0251841702374773	0	0	0.0015402731545855	-0.000504120638187225	-0.000274696174995769	0
R-HSA-2871837	FCERI mediated NF-kB activation	0	0	-0.11240949962349	0	0	-0.0190294516486939	0	0	0	0	0.00298342766919867	0	0.0453753030576888	0.211296923592515	0.0351955626290482	-0.0425766381303973	0	-0.0303883075882532	-0.100965161018447	0	-0.00666612113456892	-0.00520914659605122	0	-0.0295292276693226	7.23321063604556e-05	0.0239751281059994	0	-0.0386249672742378	0	0.00225375806660925	0	0	0	-0.0114119981651478	0	-0.13811869248706	0	0.0404531802728143	0	1.88083963067463	-0.045236584207475	0	0	0.0260479362965902	0	0	0.00690568786008346	-0.174232229177984	-0.00584662882856086	0
R-HSA-2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	0	0	0.127760059598814	0	0	-0.00106378347403406	0	0	0	0	0.000238812813743834	0	-0.00100933439326786	0.0529669763909796	0.0118508463821067	0.0631445439878942	0	-0.035175404537024	-0.100951633009291	0	0.00276220858685898	-2.32170941460667e-11	0	-0.0117366966853886	0.0135688134138673	0.0239750607947784	0	0.000286802565170809	0	0.00225375806660925	0	0	0	0.00172679646580389	0	-0.128772167674536	0	0.00287540722543085	0	1.33644100733524e-05	-0.136240203678103	0	0	-0.00293928230396702	0	0	0.00771482904661762	0.143063816542509	-0.00222155156083904	0
R-HSA-2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	0	0	0.208094221049847	0	0	0.00770281519259352	0	0	0	0	-0.000464996229428827	0	0.0163697949751435	-0.040605446138593	0.0240293483375397	0.0693184396207082	0	-0.0272356924377237	-0.100951633828535	0	0.001064315869333	-3.15484254495421e-07	0	-0.00714037329739249	0.00373407592649757	0.0479018292934174	0	0.00736587456412859	0	0.00450751613321849	0	0	0	0.00276071212260303	0	-0.101422950853453	0	0.00301499017619175	0	-0.000859798694201574	-0.229274097115166	0	0	-0.00146630714603318	0	0	0.00508627034602277	-0.0881642795100295	-0.00798600351869644	0
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	0	0	-0.220131564745682	0	0	0.0839394600236422	0	0	0	0	-0.00149238476716652	0	0.000191230712108967	-0.0662709006706304	0.024327502101734	-0.0873220894663956	0	0.0119095670284345	-6.02941494868904e-14	0	-0.00387024189782894	-2.32170941460667e-11	0	-0.0029397952463847	1.8056995590706e-05	-0.146268700635498	0	0.00982980055429803	0	-0.218864950024053	0	0	0	0.00116744776935234	0	-0.0323907504446368	0	-0.000273382221913138	0	-0.000988866522383319	-0.282015826600043	0	0	0.000692345255454165	0	0	0.00193955493218814	0.00449496211420159	-0.000662870258837623	0
R-HSA-2980736	Peptide hormone metabolism	0	0	0.0945577280992092	0	0	-0.000672458539689748	0	0	0	0	0.00148412066076217	0	0.00719205092376348	-0.060018282068726	0.0244438686247444	0.00157349597924358	0	0.0135528198899283	3.01914470612494e-12	0	-0.00267220184270106	1.16256332462144e-09	0	-0.0177607955807194	-0.06486407958884	-0.109401142959003	0	0.0210884650791623	0	0.00450751613321849	0	0	0	0.002325415036173	0	-0.196154487665354	0	0.0526355280922337	0	-0.000272506405114261	-0.290279042883486	0	0	-0.0698739730164068	0	0	0.0106025385547027	-0.191077375637116	-0.00222896166814663	0
R-HSA-2980766	Nuclear Envelope Breakdown	0	0	0.0869719619559003	0	0	0.218925571369633	0	0	0	0	-8.52501535127626e-07	0	-0.000354005480434671	0.131083529723183	4.95076219839497e-05	-0.0122633317943844	0	0.000396985478352792	0	0	-0.0659231089455782	0	0	3.75798175843253e-06	1.6307043443407e-07	0	0	-0.0225227841207609	0	0	0	0	0	-0.000713060554346855	0	4.80406461641713e-05	0	0.00141572200124505	0	7.56787058217836e-06	0.000182934580467776	0	0	0.000995039991203652	0	0	-0.000130951448874851	-0.00809963502787559	0.0211243024643681	0
R-HSA-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	0	0	0.0501845685685286	0	0	0.00374097027767116	0	0	0	0	-8.52473418758811e-07	0	-0.0012075084174181	0.0967262470915577	4.95010393872054e-05	-0.0119673087420953	0	0.000396985489510584	0	0	-0.000981925872862135	0	0	4.33393372965004e-09	-2.90618909465652e-08	0	0	-0.0117076138242582	0	0	0	0	0	8.3890243015894e-06	0	2.25752921248005e-07	0	-0.000157145243290207	0	-4.96716171874374e-06	0.000111457185985993	0	0	0.00127969156188875	0	0	7.40667831959137e-08	-0.00140330152990622	1.11075261516321e-06	0
R-HSA-2990846	SUMOylation	0	0	0.348662853805079	0	0	-0.0126826724578437	0	0	0	0	0.147428873752582	0	0.445751509760223	0.181368487761385	0.0947811095862744	-0.0559049270328771	-0.0714573881119051	-0.300107569864351	-0.101137287982135	0	-0.144580839366729	-3.16207104661069e-05	0	-0.0209689297179231	-0.0881621981702451	0.0583843618615342	0	-0.0294640915866909	0	0.00450751613321849	0	0	0	0.000209055588265933	0	-0.135984339488668	0	0.00925255922409632	0	0.0142137329089181	-0.505546881325937	0	0	0.0396877520717583	0	0	0.506207931455091	0.095484216857262	0.0723906053785512	0
R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	0	0	0.0164418176190108	0	0	-4.67928203272502e-05	0	0	0	0	4.90475365868454e-06	0	0.00478183987087287	0.0334982679863942	-8.74320469559431e-05	0.0126445434963521	0	-0.00804770257858468	-0.0254805804470415	0	-0.00220825232619812	0	0	-0.000165698974692759	-2.69821338399316e-06	7.57870889605682e-08	0	9.09500287923918e-06	0	0	0	0	0	-0.000437389798589316	0	-0.00530005214971504	0	0.00210314675590489	0	0.0483908494705921	-0.000183499097378041	0	0	-0.0419355658543055	0	0	0.00525765994688364	0.0111908627781428	0.000630531792166977	0
R-HSA-2995410	Nuclear Envelope (NE) Reassembly	0	0	0.0425378903799027	0	0	0.00177566754837191	0	0	0	0	-0.000817871926958056	0	0.0144769819351502	0.0645474495379312	-6.26848075590586e-05	0.00862371945286125	0	-0.00762314865230253	-0.0254805804470415	0	-0.975054016273428	0	0	-0.000186151914922827	-3.12794505882231e-06	1.43123787971583e-07	0	0.00026279547072612	0	0	0	0	0	-0.000736813743071437	0	-0.00555176205468681	0	0.00216248741773252	0	0.0483972296934952	-0.0463845430628294	0	0	-0.0420285830063367	0	0	0.00527027917256895	0.0116364748846098	0.000483320461466669	0
R-HSA-3000157	Laminin interactions	-0.00619783468317544	0.037974430274047	0.0110019118071066	0	0	-0.00823856080827365	0	0	0	0	0.029140017865883	0.000215708617541092	0.0134948003830406	0.00144298520220359	0.0182707203910547	-6.46292574265008e-05	0	-0.00190492733006152	0.151313250833972	0	-0.0013955089646861	0	0	-0.00585228725366036	0.0102516276176101	1.96129958479929e-05	0	-0.0220567307119184	0	0	0	0	0	0.000567352874356159	0	-0.0652090782999695	0	0.000408856644555722	0	0.000106255563288595	0.0464348366571515	0	0	-0.000757978212496869	0	-0.0428554444030401	0.00388474105411691	-0.00850844553807998	-0.00026410347768031	0
R-HSA-3000170	Syndecan interactions	-0.000206594489439181	0.00176804027591716	0.213469357049999	0	0	0.00232051512131823	0	0	0	0	-0.000756293827541524	0.000107854308770546	0.012987684691087	0.390617662895083	0.0773929127364431	0.0128331346353461	0	-0.00603904034628065	-0.0126760542853951	0	-0.000269419617155141	-3.15484254495421e-07	0	-0.00881008361373582	0.0198600495452576	0.0531381745445806	0	-0.0586183749863655	0	0.00450751613321849	0	0	0	0.00027187592571207	0	-0.102075682658902	0	0.00995769669072933	0	-0.00321698850224943	-0.368163120529337	0	0	0.0317418837711105	0	-0.00133094526850242	0.00406771046492242	-0.0044801726104733	-0.00654687286270036	0
R-HSA-3000171	Non-integrin membrane-ECM interactions	-0.00619783468317544	0.0557317043495629	0.223319443245505	-0.00632695623907493	0	0.00232082875510521	0	0	0	0	0.0178749542421424	0.000107854308770546	0.0160722195083269	0.392012375555489	0.0774721392816305	0.00879893827079315	0	-0.0288325035371808	-0.0126760325571428	0	-0.00102518905988793	8.05127907949865e-06	0	-0.00871675751291521	0.0200290237145146	0.0531380290383228	0	-0.0695123193036082	0	0.00450751613321849	0	0	0	0.000847121792160198	0	-0.10156799724605	0	0.00993023181850592	0	-0.00388903194761545	-0.367802422719142	0	0	0.0320815036023496	0	-0.0286371746130311	0.00404059481996801	-0.014878054835042	-0.0065357485119524	0
R-HSA-3000178	ECM proteoglycans	-0.0121890748769117	0.0574997446254799	0.172166273141605	-0.0182365209243924	0	0.000237774947014334	0	0	0	0	0.104766312311967	-0.285813918241947	0.0161935994127977	0.387905299207559	0.0956255813093557	0.0130269158559445	0	-0.0288742207194099	0.138694295888514	0	-0.000353640555323644	-3.15484254495421e-07	0	-0.00752485605710347	0.0195587507116815	0.052910594614652	0	-0.0469031261167517	0	0.00450751613321849	0	0	0	0.000240412208050416	0	-0.0703703886558209	0	0.000208894370224291	0	-0.00315939641999791	-0.413847140482386	0	0	0.00462367329447146	0	-0.0292450391684964	0.00256060929730893	-0.0289310357825264	0.422260736276185	0
R-HSA-3000471	Scavenging by Class B Receptors	0	0	0.0117915008751864	0	0	-4.763410207241e-05	0	0	0	0	-0.000846098472301078	0	0.00488416800697157	-0.0329416232899826	5.74617534642327e-11	5.92643333631025e-05	0	0	0	0	-0.000303874087717197	0	0	7.5128713393378e-11	-0.107980053146879	0	0	1.41245815969413e-07	0	0	0	0	0	1.31571477770742e-06	0	-2.06346248848035e-07	0	0.0215780261574	0	9.33504314646805e-06	2.24632921672201e-06	0	0	2.64603329496159e-05	0	0	0	-0.00193318757831293	-3.74242498054791e-07	0
R-HSA-3000480	Scavenging by Class A Receptors	0	0	0.0127018932460419	0	0	-0.00366605349349268	0	0	0	0	-0.000821927131894998	0	0.0212006162759563	-0.0983161833708058	3.82574477435646e-05	8.5604611858634e-05	0	1.2652045887694e-07	0	0	5.45069889613158e-06	0	0	-7.79617646734003e-06	0.0101458006929088	5.25319138187008e-10	0	0.0119916311433943	0	0	0	0	0	0.00061489896195058	0	1.20625423436186e-05	0	0.000440346310933681	0	3.00904715065922e-05	1.45709050295584e-05	0	0	-0.001199369226672	0	0	0.000269336258058127	-0.0120512487580118	-2.30094072638528e-05	0
R-HSA-3000484	Scavenging by Class F Receptors	0	0	0.000232562552620025	0	0	0	0	0	0	0	0	0	-0.000216825449839657	0.000396719867579922	6.47873217512013e-09	6.65176243819194e-08	0	0	0	0	4.38573742287772e-05	0	0	6.4750615191727e-09	0	0	0	-0.0114411854557494	0	0	0	0	0	1.88974686354447e-08	0	8.36446585512546e-08	0	1.29240394466797e-05	0	-1.682949308987e-06	1.83711091871069e-08	0	0	0.000947276013285615	0	0	0	-0.001495536951244	-7.20920178334289e-08	0
R-HSA-3000497	Scavenging by Class H Receptors	0	0	0.00127116594414911	0	0	6.29805286787308e-10	0	0	0	0	1.54075631613972e-10	0	0.0163280526988316	-0.000126627560777234	-7.59743850421059e-16	7.90546414953424e-06	0	0	0	0	0.000492402270399851	0	0	4.37908383893199e-13	0.00997997460904294	0	0	0.00054758162435281	0	0	0	0	0	-3.61424504638917e-07	0	-4.009725262025e-06	0	0.000120566608491551	0	-7.8044274448558e-06	1.00753439415106e-05	0	0	-0.00111049647119757	0	0	-1.61059977344717e-11	-0.00444102312920682	-3.09763563817614e-07	0
R-HSA-3065676	SUMO is conjugated to E1 (UBA2:SAE1)	0	0	-7.83518436021913e-06	0	0	-4.9774161203512e-12	0	0	0	0	-4.95903429149189e-14	0	0.00395084446694956	-2.4377776526346e-07	1.08752586222092e-11	1.11450387520728e-08	0	-2.32019573062878e-06	0	0	2.01432936519998e-07	0	0	2.20081529465237e-09	5.48067875376182e-11	0	0	2.18917395265818e-08	0	0	0	0	0	1.49906826835893e-09	0	5.82836012701341e-10	0	-0.000157320317298898	0	-2.96098729312363e-09	-5.02360692986252e-09	0	0	-2.27415360178035e-07	0	0	-7.65783205269081e-08	1.42938649156116e-08	-8.13280862502753e-09	0
R-HSA-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	0	0	0.0246548471542116	0	0	0.00186873349144923	0	0	0	0	-8.52450430998287e-07	0	0.000373188507951407	0.0310299723314434	2.47471944521539e-05	-0.00402986228316566	0	0.000422233730551523	0	0	-0.000760936171157819	0	0	-2.04508277599787e-05	-4.29676868041602e-07	6.73366990110144e-08	0	-5.26194336189253e-07	0	0	0	0	0	1.01238557165714e-06	0	-0.000224980459045874	0	-4.84012465084058e-07	0	4.84340811479955e-06	-0.0462047292216445	0	0	2.96907305811878e-05	0	0	1.2542647364781e-05	0.000727959828327307	1.40899352419291e-06	0
R-HSA-3065679	SUMO is proteolytically processed	0	0	-0.00679656995677808	0	0	-4.9774161203512e-12	0	0	0	0	-4.95903429149189e-14	0	-9.3617882329034e-05	3.63905190054027e-05	1.08752586222092e-11	-3.41457764330973e-05	0	-2.32019573062878e-06	0	0	-0.000139601214630371	0	0	4.95956808403373e-08	5.48067875376182e-11	0	0	2.18917395265818e-08	0	0	0	0	0	-4.52882973245647e-07	0	1.30963298911353e-07	0	-1.32827154473603e-06	0	-1.20652503804553e-05	-0.0462771706579827	0	0	1.2964962260197e-08	0	0	-7.65783205269081e-08	5.13740539609176e-05	-0.000171491856854807	0
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	0	0	0.160726694822241	0	0	-0.00476863983009391	0	0	0	0	0.00707854652909525	0	0.015949953739019	0.10048141653648	0.0354000185190677	-0.114941429585502	-0.0714573881119051	0.000588705183538762	-0.0128045030536334	0	-0.107553559929865	9.21354350692058e-06	0	-0.00588764697036057	-0.00961697443872232	1.94362317761362e-05	0	-0.00373615442710299	0	0	0	0	0	-0.000266418882689319	0	-0.0700011914513934	0	0.0015960284277603	0	-0.000425722960044407	-0.230818299435898	0	0	0.00214301007720175	0	0	0.112304433080984	-0.00644883040541025	-0.00109341130530335	0
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	0	0	0.348669936410745	0	0	-0.0126826724578437	0	0	0	0	0.147428873752582	0	0.441800520057914	0.181368487761385	0.0947811095862744	-0.0559049270328771	-0.0714573881119051	-0.300107569864351	-0.101137287982135	0	-0.144580839366729	-3.16207104661069e-05	0	-0.0209689297179231	-0.0881621981702451	0.0583843618615342	0	-0.0294640915866909	0	0.00450751613321849	0	0	0	0.000209055588265933	0	-0.135984339488668	0	0.00940984138103989	0	0.0142137329089181	-0.505546881325937	0	0	0.0396877520717583	0	0	0.506207931455091	0.095484216857262	0.0723906053785512	0
R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	0	0	0.182093849120524	0	0	-0.00676346598850269	0	0	0	0	-0.00139756699736344	0	0.0181099756919213	0.175254571916614	0.0473462989898159	0.0687374455891882	0	-0.0304115766872184	-0.100951631571531	0	-0.000552620307975464	5.53606289031158e-07	0	-0.014679023412949	9.027776612501e-05	0.0239847572794387	0	-0.0614212084535218	0	0.00225375806660925	0	0	0	0.00138208025408234	0	-0.166312454669588	0	0.00353697310238552	0	-0.00260706443773141	-0.0450420235524535	0	0	0.00125517223022889	0	0	0.00883053513268127	0.072181151777954	-0.00579378174567811	0
R-HSA-3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	0	0	0.146931645612576	0	0	0.00733624904735103	0	0	0	0	7.42099164895848e-06	0	-0.00197544065326655	-0.0301451228140929	5.55003538979633e-05	-0.00796117714111835	0	0.000849107627840146	-8.14557846913165e-10	0	-0.00248275770975479	-3.13656737513352e-07	0	-0.011805291800215	7.33847861968821e-05	3.89206120268323e-05	0	-0.0013163852228827	0	0	0	0	0	0.00214789546351661	0	-0.135073040167334	0	0.000207437613408829	0	-0.000834560053294398	0.000348838114918337	0	0	0.00194671179491434	0	0	0.00643063492029324	0.0110438691782182	-0.0055669304629655	0
R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	0	0	0.0298165493976672	0	0	0.015252559800782	0	0	0	0	-1.89171211738427e-06	0	-0.00438222567721741	0.0980959224636779	4.8785059413712e-05	-0.0079810316074031	0	-2.47039738713816e-10	-8.14557846913165e-10	0	-5.55959190461508e-05	-3.13656737513352e-07	0	2.71238040281204e-06	1.07555839911472e-07	-1.53409665052905e-15	0	0.000115047728120736	0	0	0	0	0	0.00169184657555085	0	-0.00505235054714308	0	0.000116150641553055	0	9.91419977647384e-05	1.01166528742777e-05	0	0	0.00193726556157676	0	0	-0.000689737764852385	-0.0195857941059696	-0.00567156256167468	0
R-HSA-3214815	HDACs deacetylate histones	0	0	0.23967497691494	0	0	-0.0196438172641781	0	0	0	0	5.76979185037142e-05	0	0.240946790026645	0.0935058130210478	0.0177721290315665	-0.00704519817872093	0	-0.0100797581054205	-0.0131925190180674	0	-0.0695639613392735	9.2153478068085e-06	-0.255742231137345	-0.0237740680929548	-0.000124684264818914	4.85922505693575e-05	0	-0.00271219252557289	0	0	0	0	0	-0.00367099092031484	0	-0.16745722642391	0	0.00299658917681183	0	0.00643220215171885	-0.0463194302122604	0	0	0.0833685442160115	0	0	0.391619270737219	0.00916099472743717	0.0438278361631077	0
R-HSA-3214841	PKMTs methylate histone lysines	0	0	0.245629775725012	0	0	-0.0176092350909532	0	0	0	0	-0.0027118792802799	0	0.156250803236184	0.26212642028569	0.0772064254305886	0.0624948409053045	0	-0.0220197467886413	-0.10095160682497	0	-0.028412618562025	1.0082610833353e-05	0	-0.0236643308057923	0.00902450947913598	0.053157458651278	0	-0.0287359816999724	0	0.00450751613321849	0	0	0	-0.000149658862101013	0	-0.166832090334467	0	0.0046607854644101	0	0.00423345893057163	-0.136816209761124	0	0	0.0568363567095322	0	0	0.392238271848729	0.0420349864380356	0.0648524118760268	0
R-HSA-3214842	HDMs demethylate histones	0	0	0.159963620782666	0	0	-0.00655151035528895	0	0	0	0	-5.19246300893439e-05	0	0.146694849241961	0.249661720691156	0.0187516334989155	-0.0158583516073188	0	0.00198493531248059	2.48121605146893e-08	0	-0.0121478287185136	9.55426474275277e-06	0	-0.0118855235011261	-0.000175254655694426	9.69648470431605e-06	0	0.000195045290532828	0	0	0	0	0	-0.00266537616751117	0	-0.0324696216669455	0	0.00093205098336437	0	0.00682581942696485	-0.27713568371893	0	0	0.0562857965686262	0	0	5.53358986287953	-0.0270117972963565	0.04952295625256	0
R-HSA-3214847	HATs acetylate histones	0	0	0.101838255229753	0	0	0.00757276658204068	0	0	0	0	5.13161183520744e-06	0	0.24240346301683	0.0331945945386102	-6.85685914444498e-05	0.00814819095763665	0	-0.00760125962937856	-0.0252379082523078	0	-0.0198452408626017	0	0	-0.0102989463537059	-0.000184787484743065	9.6489528700489e-06	0	-0.011732846887569	0	0	0	0	0	-0.0192217740303998	0	-0.0323223021039644	0	0.00268763230260903	0	0.00774616512675306	-0.139386386741148	0	0	0.109823922960427	0	-0.231385828171883	0.385440504640975	0.0380880396167703	0.0496460294057656	0
R-HSA-3214858	RMTs methylate histone arginines	0	0	0.154591599820552	0	0	-0.0239435564522485	0	0	0	0	-0.000848661931176182	0	0.214446717049814	0.0729892498038067	0.0355731544166883	0.0578584218184205	0	-0.0316008937711839	0.050475841251176	0	-0.0122150164403212	9.52900454432185e-06	0	-0.0180905274924983	-0.0106404992686834	2.93999950312743e-05	0	-0.0155494048756086	0	0	0	0	0	-0.00191086207003999	0	-0.0982399380804917	0	0.00436020086065906	0	0.0066708377796626	-0.230027005853381	0	0	0.0690234305666845	0	0	0.389906522175211	0.0903011841722602	0.0627709468924745	0
R-HSA-3215018	Processing and activation of SUMO	0	0	0.0178519467014179	0	0	0.00186873349144923	0	0	0	0	-8.52450430998287e-07	0	0.00423070134503835	0.031066606628214	2.47471944521539e-05	-0.00406401920463751	0	0.000422233730551523	0	0	-0.00090073881872471	0	0	-2.0403432894433e-05	-4.29676868041602e-07	6.73366990110144e-08	0	-5.26194336189253e-07	0	0	0	0	0	5.58003530143128e-07	0	-0.000224850078582975	0	-0.000159056280598005	0	-7.2188812783626e-06	-0.0924818948560205	0	0	2.9931110903626e-05	0	0	1.2542647364781e-05	0.000779319588423311	-0.000170074730521989	0
R-HSA-3232118	SUMOylation of transcription factors	0	0	0.2562451980077	0	0	-0.00459757284576606	0	0	0	0	-0.00141007483370834	0	0.0140759746235665	0.333753226995911	0.0594445307430915	0.070265807200529	0	-0.0181954538414415	-0.100951631571531	0	-0.00722274542271397	5.53606289031158e-07	0	0.00294946137668931	-0.117667555089483	0.0478633935056264	0	-0.0159994695094095	0	0.00450751613321849	0	0	0	0.00392865863679311	0	0.0269838816571109	0	0.00305128873970518	0	-0.00724248936949114	-0.598541787797924	0	0	-0.00134296398414241	0	0	-0.00181491111677939	0.109299867245043	-0.00154100341999719	0
R-HSA-3232142	SUMOylation of ubiquitinylation proteins	0	0	0.0348383852447078	0	0	0.00183614480878152	0	0	0	0	0.000339774212354429	0	-0.000560075805019223	0.0638102527909596	-6.73009871664114e-05	-0.00412833987475235	0	-0.00368222614177993	-1.06079189605296e-07	0	-0.0636309581097476	-4.08472555457492e-05	0	-0.000151190646376695	-4.47394467885106e-07	6.73364992268861e-08	0	-0.011601879022268	0	0	0	0	0	-0.000826059745547087	0	-0.000254279049885407	0	5.25972541259663e-05	0	0.0142683474816859	-0.0924628096863821	0	0	0.000802879938025381	0	0	-0.00012292333255344	0.00886255941569574	0.00376076941943411	0
